date,language,method,GridSize,epsilon,dt,tol,t_iter,solver_iter,dt_out,print,boundary,pathname,elapsed_time(s),mem_allocated(Gb),SLURM_ID,IC_percent_+1
17-Apr-2025 16:33:19,MATLAB,NMG,256,0.0075047,5.5e-06,1e-5,2000,1e4,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_256_periodic_n_relax_4_,1455.1909,NaN,3743679_17,50p
17-Apr-2025 16:36:55,MATLAB,NMG,256,0.0075047,5.5e-06,1e-5,2000,1e4,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_256_neumann_n_relax_4_,1665.5464,NaN,3743679_18,50p
17-Apr-2025 17:46:32,MATLAB,NMG,512,0.0037523,5.5e-06,1e-5,2000,1e4,200,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_512_periodic_n_relax_4_,6130.7553,NaN,3743679_29,50p
17-Apr-2025 17:57:17,MATLAB,NMG,512,0.0037523,5.5e-06,1e-5,2000,1e4,200,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_512_neumann_n_relax_4_,6777.9881,NaN,3743679_30,50p
17-Apr-2025 17:57:55,MATLAB,NMG,512,0.0037523,5.5e-06,1e-5,2000,1e4,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_512_periodic_n_relax_4_,5897.7219,NaN,3743679_25,50p
17-Apr-2025 18:15:00,MATLAB,NMG,512,0.0037523,5.5e-06,1e-5,2000,1e4,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_512_neumann_n_relax_4_,6917.0567,NaN,3743679_26,50p
04/22/2025 16:08:33,Python,NMG,256,0.007504684956431058,5.5e-06,1e-05,20,10000.0,20,False,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_20,15479.717111825943,7.008696556091309,3879018_4,50p
04/22/2025 16:08:33,Python,NMG,512,0.003752342478215529,5.5e-06,1e-05,20,10000.0,20,False,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_20,56491.27693963051,26.013657569885254,3879018_6,50p
04/23/2025 15:47:09,Python,NMG,64,0.03001873982572423,5.5e-06,1e-05,20,10000.0,20,False,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/NMG_Python_20_dt_5.50e-06_Nx_64_periodic_dtout_20,729.0919389724731,4.201006889343262,3947108_1,50p
04/23/2025 15:48:17,Python,NMG,128,0.015009369912862116,5.5e-06,1e-05,20,10000.0,20,False,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/NMG_Python_20_dt_5.50e-06_Nx_128_periodic_dtout_20,1835.8948953151703,4.765730857849121,3947108_2,50p
04/23/2025 15:50:49,Python,NMG,256,0.007504684956431058,5.5e-06,1e-05,20,10000.0,20,False,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/NMG_Python_20_dt_5.50e-06_Nx_256_periodic_dtout_20,7349.88551902771,7.017519950866699,3947108_3,50p
04/23/2025 15:52:47,Python,NMG,512,0.003752342478215529,5.5e-06,1e-05,20,10000.0,20,False,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/NMG_Python_20_dt_5.50e-06_Nx_512_periodic_dtout_20,32881.47073459625,26.015514373779297,3947108_4,50p
02-May-2025 15:02:04,MATLAB,SAV,128,0.015009,5.5e-06,NaN,2000,NaN,2000,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_128_periodic_n_relax_4_75p_,8.5718,NaN,4131155_15,_75p
